QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	Label
Q898	what county is erie colorado	D868	Erie, Colorado	D868-9	Erie Municipal Airport (EIK) is owned and operated by the Town of Erie and is strategically located in the Denver-Boulder metropolitan area on Colorado Highway 7, a little over three miles west of Interstate 25.	0
Q898	what county is erie colorado	D868	Erie, Colorado	D868-10	The main runway is concrete paved and 4,700 feet long.	0
Q902	what classes are considered humanities	D872	Humanities	D872-0	Philosopher Plato by Silanion	0
Q902	what classes are considered humanities	D872	Humanities	D872-1	The humanities are academic disciplines that study human culture, using methods that are primarily analytical , critical , or speculative , and having a significant historical element, as distinguished from the mainly empirical approaches of the natural sciences .	1
Q902	what classes are considered humanities	D872	Humanities	D872-2	The humanities include ancient and modern languages , literature , philosophy , religion , and visual and performing arts such as music and theatre .	1
Q902	what classes are considered humanities	D872	Humanities	D872-3	The humanities that are also regarded as social sciences include history , anthropology , area studies , communication studies , cultural studies , law , economics and linguistics .	1
Q902	what classes are considered humanities	D872	Humanities	D872-4	Scholars working in the humanities are sometimes described as "humanists".	0
Q902	what classes are considered humanities	D872	Humanities	D872-5	However, that term also describes the philosophical position of humanism , which some " antihumanist " scholars in the humanities reject.	0
Q902	what classes are considered humanities	D872	Humanities	D872-6	Some secondary schools offer humanities classes, usually consisting of English literature , global studies, and art .	0
Q902	what classes are considered humanities	D872	Humanities	D872-7	Human disciplines like history , cultural anthropology and psychoanalysis study subject matters to which the experimental method does not apply, and they have access instead to the comparative method and comparative research .	1
Q905	what does the president of the usa do	D216	President of the United States	D216-0	The President of the United States of America (POTUS) is the head of state and head of government of the United States .	1
Q905	what does the president of the usa do	D216	President of the United States	D216-1	The president leads the executive branch of the federal government and is the commander-in-chief of the United States Armed Forces .	1
Q905	what does the president of the usa do	D216	President of the United States	D216-2	Article II of the U.S. Constitution vests the executive power of the United States in the president and charges him with the execution of federal law, alongside the responsibility of appointing federal executive, diplomatic, regulatory, and judicial officers, and concluding treaties with foreign powers, with the advice and consent of the Senate .	0
Q905	what does the president of the usa do	D216	President of the United States	D216-3	The president is further empowered to grant federal pardons and reprieves , and to convene and adjourn either or both houses of Congress under extraordinary circumstances.	1
Q905	what does the president of the usa do	D216	President of the United States	D216-4	Since the founding of the United States, the power of the president and the federal government have grown substantially and each modern president, despite possessing no formal legislative powers beyond signing or vetoing congressionally passed bills, is largely responsible for dictating the legislative agenda of his party and the foreign and domestic policy of the United States.	0
Q905	what does the president of the usa do	D216	President of the United States	D216-5	The president is frequently described as the most powerful person in the world.	0
Q905	what does the president of the usa do	D216	President of the United States	D216-6	The president is indirectly elected by the people through the Electoral College to a four-year term, and is one of only two nationally elected federal officers, the other being the Vice President of the United States .	0
Q905	what does the president of the usa do	D216	President of the United States	D216-7	The Twenty-second Amendment , adopted in 1951, prohibits anyone from ever being elected to the presidency for a third full term.	0
Q905	what does the president of the usa do	D216	President of the United States	D216-8	It also prohibits a person from being elected to the presidency more than once if that person previously had served as president, or acting president , for more than two years of another person's term as president.	0
Q905	what does the president of the usa do	D216	President of the United States	D216-9	In all, 43 individuals have served 55 four-year terms.	0
Q905	what does the president of the usa do	D216	President of the United States	D216-10	On January 20, 2009, Barack Obama became the 44th and current president.	0
Q905	what does the president of the usa do	D216	President of the United States	D216-11	On November 6, 2012, he was re-elected and is scheduled to serve until January 20, 2017.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-0	Grey's Anatomy is an American television medical drama that premiered on the American Broadcasting Company (ABC), as a mid-season replacement on March 27, 2005.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-1	The series has aired nine seasons, and focuses on the fictional lives of surgical interns and residents as they gradually evolve into seasoned doctors, while trying to maintain personal lives.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-2	The show's premise originated with Shonda Rhimes , who serves as an executive producer, along with Betsy Beers , Mark Gordon , Krista Vernoff , Rob Corn , Mark Wilding , and Allan Heinberg .	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-3	The series was created to be racially diverse, utilizing a color-blind casting technique.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-4	It is primarily filmed in Los Angeles , California .	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-5	The series' protagonist is Dr. Meredith Grey ( Ellen Pompeo ), who originally is accepted into the residency program at the fictional Seattle Grace Hospital.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-6	Meredith is assigned to work under Dr. Miranda Bailey ( Chandra Wilson ), along with Dr. Cristina Yang ( Sandra Oh ), Dr. George O'Malley ( T. R. Knight ), Dr. Izzie Stevens ( Katherine Heigl ), and Dr. Alex Karev ( Justin Chambers ).	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-7	Following O'Malley's death and Stevens' departure, the hospital's merger with Mercy West brings in Dr. Jackson Avery ( Jesse Williams ) and Dr. April Kepner ( Sarah Drew ), in the sixth season .	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-8	The surgical wing is primarily supervised by Dr. Richard Webber ( James Pickens, Jr. ), who is eventually replaced by Dr. Derek Shepherd ( Patrick Dempsey ), and later Dr. Owen Hunt ( Kevin McKidd ).	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-9	Dr. Preston Burke ( Isaiah Washington ) departs at the conclusion of the third season , and is replaced by Dr. Erica Hahn ( Brooke Smith ), who leaves the show during the fifth season , and later Dr. Teddy Altman ( Kim Raver ), who departs at the end of the eighth season .	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-10	Introduced in the second season is Dr. Addison Montgomery ( Kate Walsh ), who leaves the show at the end of the third season, in order to launch her own spin-off medical drama Private Practice .	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-11	Dr. Callie Torres ( Sara Ramirez ) and Dr. Mark Sloan ( Eric Dane ) also enter the show in the second season, while the latter dies in the premiere of the ninth season.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-12	Meredith's half-sister, Dr. Lexie Grey ( Chyler Leigh ), appears from season three and dies at the end of season eight.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-13	Dr. Arizona Robbins ( Jessica Capshaw ) is given series regular status at the beginning of the sixth season.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-14	Grey's Anatomy is the highest-rated drama in the key 18–49 demographic .	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-15	Previously among the overall top-ten rated shows in the United States, Grey's Anatomy has been well received by critics.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-16	Considered an impact on culture, the series has received numerous awards , and has also been included in various critics' top ten lists.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-17	The show has produced several specials, as well as distributed all seasons to DVD, and released a collection of merchandise.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-18	In 2012, Grey's Anatomy was named the fifth-highest revenue earning show, in terms of advertising per half-hour.	0
Q913	how many seasons of grey's anatomy are there	D882	Grey's Anatomy	D882-19	On May 11, 2012, the series was renewed for a ninth season, which premiered on September 27, 2012.	1
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-0	Schizophrenia ( or ) is a mental disorder characterized by a breakdown of thought processes and by a deficit of typical emotional responses.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-1	Common symptoms include auditory hallucinations , paranoid or bizarre delusions , or disorganized speech and thinking , and it is accompanied by significant social or occupational dysfunction.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-2	The onset of symptoms typically occurs in young adulthood, with a global lifetime prevalence of about 0.3–0.7%.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-3	Diagnosis is based on observed behavior and the patient's reported experiences.	1
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-4	Genetics , early environment, neurobiology , and psychological and social processes appear to be important contributory factors; some recreational and prescription drugs appear to cause or worsen symptoms.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-5	Current research is focused on the role of neurobiology, although no single isolated organic cause has been found.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-6	The many possible combinations of symptoms have triggered debate about whether the diagnosis represents a single disorder or a number of discrete syndromes.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-7	Despite the etymology of the term from the Greek roots skhizein (σχίζειν, "to split") and phrēn, phren- (φρήν, φρεν-; "mind"), schizophrenia does not imply a "split personality", or "multiple personality disorder" (which is known these days as dissociative identity disorder )—a condition with which it is often confused in public perception.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-8	Rather, the term means a "splitting of mental functions", because of the symptomatic presentation of the illness.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-9	The mainstay of treatment is antipsychotic medication, which primarily suppresses dopamine (and sometimes serotonin ) receptor activity.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-10	Psychotherapy and vocational and social rehabilitation are also important in treatment.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-11	In more serious cases—where there is risk to self and others— involuntary hospitalization may be necessary, although hospital stays are now shorter and less frequent than they once were.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-12	The disorder is thought mainly to affect cognition , but it also usually contributes to chronic problems with behavior and emotion.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-13	People with schizophrenia are likely to have additional ( comorbid ) conditions, including major depression and anxiety disorders ; the lifetime occurrence of substance use disorder is almost 50%.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-14	Social problems, such as long-term unemployment, poverty, and homelessness are common.	0
Q914	how is schizophrenia diagnosed?	D883	Schizophrenia	D883-15	The average life expectancy of people with the disorder is 12 to 15 years less than those without, the result of increased physical health problems and a higher suicide rate (about 5%).	0
Q922	what kind of cut is tri tip	D891	Tri-tip	D891-0	Whole beef tri-tip rump, roasted medium rare	0
Q922	what kind of cut is tri tip	D891	Tri-tip	D891-1	The tri-tip is a cut of beef from the bottom sirloin primal cut .	1
Q922	what kind of cut is tri tip	D891	Tri-tip	D891-2	It is a small triangular muscle , usually 1.5 to 2.5 lbs. (675 to 1,150g) per side of beef.	1
Q922	what kind of cut is tri tip	D891	Tri-tip	D891-3	The scientific name of this muscle is tensor fasciae latae, inserted in the fascia lata, the connective tissue covering the quadriceps femoris , also called quadriceps extensor, a group of four muscles which in turn insert in the patella , or knee cap of the animal.	0
Q923	what county is willmar mn in?	D892	Willmar, Minnesota	D892-0	Willmar is a city in, and the county seat of, Kandiyohi County , Minnesota , United States .	1
Q923	what county is willmar mn in?	D892	Willmar, Minnesota	D892-1	The population was 19,610 at the 2010 census .	0
Q923	what county is willmar mn in?	D892	Willmar, Minnesota	D892-2	Willmar has been assigned ZIP code 56201 by the United States Postal Service .	0
Q923	what county is willmar mn in?	D892	Willmar, Minnesota	D892-3	U.S. Routes 12 and 71 and Minnesota State Highways 23 and 40 are four of the main routes in the city.	0
Q938	how does weather happen	D906	Weather	D906-0	Thunderstorm near Garajau, Madeira	0
Q938	how does weather happen	D906	Weather	D906-1	Weather is the state of the atmosphere , to the degree that it is hot or cold, wet or dry, calm or stormy, clear or cloudy.	0
Q938	how does weather happen	D906	Weather	D906-2	Most weather phenomena occur in the troposphere , just below the stratosphere .	0
Q938	how does weather happen	D906	Weather	D906-3	Weather generally refers to day-to-day temperature and precipitation activity, whereas climate is the term for the average atmospheric conditions over longer periods of time.	0
Q938	how does weather happen	D906	Weather	D906-4	When used without qualification, "weather" is understood to be the weather of Earth .	0
Q938	how does weather happen	D906	Weather	D906-5	Weather is driven by air pressure (temperature and moisture) differences between one place and another.	1
Q938	how does weather happen	D906	Weather	D906-6	These pressure and temperature differences can occur due to the sun angle at any particular spot, which varies by latitude from the tropics .	0
Q938	how does weather happen	D906	Weather	D906-7	The strong temperature contrast between polar and tropical air gives rise to the jet stream .	0
Q938	how does weather happen	D906	Weather	D906-8	Weather systems in the mid-latitudes , such as extratropical cyclones , are caused by instabilities of the jet stream flow.	0
Q938	how does weather happen	D906	Weather	D906-9	Because the Earth's axis is tilted relative to its orbital plane, sunlight is incident at different angles at different times of the year.	0
Q938	how does weather happen	D906	Weather	D906-10	On Earth's surface, temperatures usually range ±40 °C (−40 °F to 100 °F) annually.	0
Q938	how does weather happen	D906	Weather	D906-11	Over thousands of years, changes in Earth's orbit affect the amount and distribution of solar energy received by the Earth and influence long-term climate and global climate change .	0
Q938	how does weather happen	D906	Weather	D906-12	Surface temperature differences in turn cause pressure differences.	0
Q938	how does weather happen	D906	Weather	D906-13	Higher altitudes are cooler than lower altitudes due to differences in compressional heating.	0
Q938	how does weather happen	D906	Weather	D906-14	Weather forecasting is the application of science and technology to predict the state of the atmosphere for a future time and a given location.	0
Q938	how does weather happen	D906	Weather	D906-15	The atmosphere is a chaotic system , so small changes to one part of the system can grow to have large effects on the system as a whole.	0
Q938	how does weather happen	D906	Weather	D906-16	Human attempts to control the weather have occurred throughout human history, and there is evidence that human activity such as agriculture and industry has inadvertently modified weather patterns.	0
Q938	how does weather happen	D906	Weather	D906-17	Studying how the weather works on other planets has been helpful in understanding how weather works on Earth.	0
Q938	how does weather happen	D906	Weather	D906-18	A famous landmark in the Solar System , Jupiter 's Great Red Spot , is an anticyclonic storm known to have existed for at least 300 years.	0
Q938	how does weather happen	D906	Weather	D906-19	However, weather is not limited to planetary bodies.	0
Q938	how does weather happen	D906	Weather	D906-20	A star's corona is constantly being lost to space, creating what is essentially a very thin atmosphere throughout the Solar System.	0
Q938	how does weather happen	D906	Weather	D906-21	The movement of mass ejected from the Sun is known as the solar wind .	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-0	The following is a list of sovereign states and territories where English is an official language or language of government.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-1	In 2012, there were 88 states in total (60 sovereign states and 28 non-sovereign states).	1
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-2	In many countries English is the dominant language, but does not have official status.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-3	In Australia , English is spoken by the vast majority of the population and is the only language used in government institutions, but Australia does not have an official language.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-4	The case is the same in the United Kingdom and the United States , though many states and regions within the U.S. do have English as an official language.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-5	English is the dominant language of New Zealand and an official language of Canada (along with French ), India (along with Hindi and several other languages), Ireland (along with Irish ), and the Philippines (along with Tagalog ).	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-6	English is the sole official language of the Commonwealth of Nations and the Commonwealth Games .	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-7	English is one of the official languages of the United Nations , the European Union and the International Olympic Committee .	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-8	Many of these countries are current or former colonies or dependencies of the United Kingdom (see also British Empire ), or of the United States , itself a former colony of the UK.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-9	Notable exceptions include Rwanda , which was a former Belgian colony and Eritrea , which was an Italian colony where the British Empire spanned its control only in World War II and shortly after( 1941-1952).	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-10	India's linguistic picture is complex.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-11	According to the Constitution of India , " Hindi in the Devanagari script" is the official language of the union; and English the 'subsidiary official language'; however, English is mandated for the authoritative texts of all federal laws and Supreme Court decisions and (along with Hindi) is one of the two languages of the Indian Parliament .	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-12	English is used almost exclusively for higher education, business and science.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-13	Courses in majority of the schools are taught exclusively in English.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-14	English is extensively used for administrative purposes in India.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-15	India is the second-largest English-speaking country in the world by number of speakers, after the United States.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-16	As such, many consider English to be the de facto official language of India.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-17	See Official languages of India .	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-18	The linguistic makeup of Pakistan is similarly complex.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-19	While the national language is Urdu , English is an official language and used in business, government and law.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-20	English is a compulsory language in schools.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-21	All school courses are taught in English.	0
Q940	how many countries have english as an official language	D908	List of countries where English is an official language	D908-22	Pakistan is the 9th largest English-speaking country in the world by population.	0
Q941	what countries are in cono sur	D909	Southern Cone	D909-0	Southern Cone (, ) is a geographic region composed of the southernmost areas of South America , south of the Tropic of Capricorn .	0
Q941	what countries are in cono sur	D909	Southern Cone	D909-1	Although geographically this includes Southern and part of Southeast ( São Paulo ) of Brazil , in terms of political geography the Southern cone has traditionally comprised Argentina , Chile , Paraguay , and Uruguay .	1
Q941	what countries are in cono sur	D909	Southern Cone	D909-2	In the narrowest sense, it only covers Argentina , Chile and Uruguay , bounded on the north by the states of Brazil, Paraguay, Bolivia and Peru, on the west by the Pacific Ocean, and south to the junction between the Pacific and Atlantic Oceans, which it is the closest continental area of Antarctica (1000 km).	1
Q941	what countries are in cono sur	D909	Southern Cone	D909-3	High life expectancy , the highest Human Development Index of Latin America, high Standard of living , significant participation in the global markets and the emerging economy of its members make the Southern Cone the most prosperous macro-region in South America.	0
Q943	how many innings makes an official game	D911	Official game	D911-0	An official game in baseball , also sometimes called a regulation game, is a game that has progressed beyond the point at which it can be considered complete if necessary.	0
Q943	how many innings makes an official game	D911	Official game	D911-1	This is approximately the halfway point of the game.	0
Q943	how many innings makes an official game	D911	Official game	D911-2	In the case of inclement weather , any game which has reached this point may be stopped and shortened as needed, with the result being final, and all records and statistics counted.	0
Q943	how many innings makes an official game	D911	Official game	D911-3	A game which has not reached this point before being stopped is either considered a suspended game (to be continued at a later date from the point of stoppage), or is simply canceled and replayed from the start.	0
Q943	how many innings makes an official game	D911	Official game	D911-4	(This depends on the rules of each individual league .)	0
Q943	how many innings makes an official game	D911	Official game	D911-5	In either case, no statistics are counted until the game becomes official.	0
Q943	how many innings makes an official game	D911	Official game	D911-6	Since most professional baseball games are nine innings long, the fifth inning is used as the threshold for an official game.	1
Q943	how many innings makes an official game	D911	Official game	D911-7	If the visiting team is leading, or the game is tied, the end of the fifth inning marks this point.	0
Q943	how many innings makes an official game	D911	Official game	D911-8	If the home team (which bats last) is already ahead in the score, and theoretically would not need its half of the fifth inning, then 41⁄2 innings (i.e., the middle of the fifth) is considered an official game.	0
Q943	how many innings makes an official game	D911	Official game	D911-9	The game is also considered official if the home team scores to take the lead in the bottom of the fifth inning, since the game would end immediately if the same thing happened in the ninth.	0
Q943	how many innings makes an official game	D911	Official game	D911-10	In nearly all cases, the "official game" status is used to determine whether a rain check will be honored for fans holding tickets.	0
Q943	how many innings makes an official game	D911	Official game	D911-11	If a game is started but does not reach the point of becoming official, fans are entitled to a new ticket for the make-up game or (in most cases) any other available game of their choice.	0
Q943	how many innings makes an official game	D911	Official game	D911-12	If a game is halted after it becomes official, the game is simply shortened and no rain check is given.	0
Q943	how many innings makes an official game	D911	Official game	D911-13	The "official game" statistic received some attention during the 1995 season, when Cal Ripken, Jr. was approaching the record for consecutive games played , previously held by Lou Gehrig .	0
Q943	how many innings makes an official game	D911	Official game	D911-14	Large numbers were hung on the side of the B&O Warehouse at Oriole Park at Camden Yards to show the number of games in Ripken's streak.	0
Q943	how many innings makes an official game	D911	Official game	D911-15	Each day, a new number was unfurled during the fifth inning after each game had become official (since the statistic would not have counted if the game had been stopped before that point).	0
Q943	how many innings makes an official game	D911	Official game	D911-16	A similar practice has been used to count down toward the demolition of several stadiums (including Veterans Stadium in Philadelphia in 2003, Busch Memorial Stadium in St. Louis in 2005, and the original Yankee Stadium and Shea Stadium in New York City in 2008); as each game became official, the team would unveil a new (lower) number showing the number of games left to be played in the stadium.	0
Q949	what branch of the military is delta force	D917	Delta Force	D917-0	1st Special Forces Operational Detachment-Delta (1st SFOD-D), popularly known as Delta Force, is one of the United States' four secretive tier-one counter-terrorism and Special Mission Units .	0
Q949	what branch of the military is delta force	D917	Delta Force	D917-1	It was formerly listed as the Combat Applications Group by the Department of Defense but has since been officially re-designated the Army Compartmented Elements (ACE).	1
Q949	what branch of the military is delta force	D917	Delta Force	D917-2	While 1st SFOD-D is administratively supported by USASOC , it falls under the operational control of the Joint Special Operations Command .	0
Q949	what branch of the military is delta force	D917	Delta Force	D917-3	Delta Force and its Navy counterpart, the Naval Special Warfare Development Group , are the United States military's primary counter-terrorism units.	0
Q949	what branch of the military is delta force	D917	Delta Force	D917-4	Delta Force's primary tasks are counter-terrorism , direct action , and national intervention operations, although it is an extremely versatile group capable of conducting many types of covert missions, including, but not limited to, hostage rescues and raids .	0
Q949	what branch of the military is delta force	D917	Delta Force	D917-5	The Central Intelligence Agency 's highly secretive Special Activities Division (SAD) and more specifically its elite Special Operations Group (SOG) often works with – and recruits – operators from Delta Force.	0
Q957	what causes the seasons	D484	Season	D484-0	A season is a subdivision of the year , marked by changes in weather , ecology , and hours of daylight .	0
Q957	what causes the seasons	D484	Season	D484-1	Seasons result from the yearly revolution of the Earth around the Sun and the tilt of the Earth's axis relative to the plane of revolution.	1
Q957	what causes the seasons	D484	Season	D484-2	In temperate and polar regions, the seasons are marked by changes in the intensity of sunlight that reaches the Earth's surface, variations of which may cause animals to go into hibernation or to migrate, and plants to be dormant.	0
Q957	what causes the seasons	D484	Season	D484-3	During May, June and July, the northern hemisphere is exposed to more direct sunlight because the hemisphere faces the sun.	0
Q957	what causes the seasons	D484	Season	D484-4	The same is true of the southern hemisphere in November, December and January.	0
Q957	what causes the seasons	D484	Season	D484-5	It is the tilt of the Earth that causes the Sun to be higher in the sky during the summer months which increases the solar flux .	0
Q957	what causes the seasons	D484	Season	D484-6	However, due to seasonal lag , June, July and August are the hottest months in the northern hemisphere and December, January and February are the hottest months in the southern hemisphere.	0
Q957	what causes the seasons	D484	Season	D484-7	In temperate and subpolar regions, generally four calendar -based seasons (with their adjectives) are recognized: spring (vernal), summer (estival), autumn (autumnal) and winter (hibernal).	0
Q957	what causes the seasons	D484	Season	D484-8	However, ecologists mostly use a six season model for temperate climate regions that includes pre-spring (prevernal) and late summer (serotinal) as distinct seasons along with the traditional four.	0
Q957	what causes the seasons	D484	Season	D484-9	Hot regions have two or three seasons; the rainy (or wet, or monsoon ) season and the dry season, and in some tropical areas, a cool or mild season.	0
Q957	what causes the seasons	D484	Season	D484-10	In some parts of the world, special "seasons" are loosely defined based on important events such as a hurricane season, tornado season or a wildfire season.	0
Q957	what causes the seasons	D484	Season	D484-11	The six ecological seasons	0
Q957	what causes the seasons	D484	Season	D484-12	The four calendar seasons, depicted in an ancient Roman mosaic from Tunisia	0
Q959	what does 3g network mean	D926	3G	D926-0	3G, short for third Generation, is the third generation of mobile telecommunications technology.	1
Q959	what does 3g network mean	D926	3G	D926-1	3G telecommunication networks support services that provide an information transfer rate of at least 200 kbit/s .	0
Q959	what does 3g network mean	D926	3G	D926-2	However, many services advertised as 3G provide higher speed than the minimum technical requirements for a 3G service.	0
Q959	what does 3g network mean	D926	3G	D926-3	Recent 3G releases, often denoted 3.5G and 3.75G , also provide mobile broadband access of several Mbit/s to smartphones and mobile modems in laptop computers.	0
Q959	what does 3g network mean	D926	3G	D926-4	3G finds application in wireless voice telephony , mobile Internet access, fixed wireless Internet access, video calls and mobile TV .	0
Q960	what does Mazel tov! mean	D927	Mazel tov	D927-0	"Mazel Tov!" written on a wine glass tag	0
Q960	what does Mazel tov! mean	D927	Mazel tov	D927-1	Traditionally, after the groom breaks the glass, the guests shout "Mazel Tov!".	0
Q960	what does Mazel tov! mean	D927	Mazel tov	D927-2	A birthday cake , iced with the words "מזל טוב" (mazal tov), as is often done in Israel .	0
Q960	what does Mazel tov! mean	D927	Mazel tov	D927-3	Here the phrase is written in Hebrew cursive .	0
Q960	what does Mazel tov! mean	D927	Mazel tov	D927-4	"Mazel tov" or "mazal tov" ( Hebrew / Yiddish : "מזל טוב", Hebrew: "mazal tov"; Yiddish: "mazel tov"; lit.	0
Q960	what does Mazel tov! mean	D927	Mazel tov	D927-5	"good luck") is a phrase used to express congratulations for a happy and significant occasion or event.	1
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-0	Hepatitis C is an infectious disease affecting primarily the liver , caused by the hepatitis C virus (HCV).	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-1	The infection is often asymptomatic , but chronic infection can lead to scarring of the liver and ultimately to cirrhosis , which is generally apparent after many years.	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-2	In some cases, those with cirrhosis will go on to develop liver failure , liver cancer or life-threatening esophageal and gastric varices .	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-3	HCV is spread primarily by blood-to-blood contact associated with intravenous drug use , poorly sterilized medical equipment and transfusions .	1
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-4	An estimated 130–200 million people worldwide are infected with .	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-5	The existence of (originally "non- A non- B hepatitis") was postulated in the 1970s and proven in 1989.	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-6	only infects humans and chimpanzees .	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-7	The virus persists in the liver in about 85% of those infected.	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-8	This persistent infection can be treated with medication: the standard therapy is a combination of peginterferon and ribavirin , with either boceprevir or telaprevir added in some cases.	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-9	Overall, 50–80% of people treated are cured.	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-10	Those who develop cirrhosis or liver cancer may require a liver transplant .	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-11	is the leading cause of liver transplantation, though the virus usually recurs after transplantation.	0
Q961	How Do You Get Hepatitis C	D928	Hepatitis C	D928-12	No vaccine against is available.	0
Q962	how does flexible spending account work	D929	Flexible spending account	D929-0	A flexible spending account (FSA), also known as a flexible spending arrangement, is one of a number of tax-advantaged financial accounts that can be set up through a cafeteria plan of an employer in the United States.	0
Q962	how does flexible spending account work	D929	Flexible spending account	D929-1	An FSA allows an employee to set aside a portion of earnings to pay for qualified expenses as established in the cafeteria plan, most commonly for medical expenses but often for dependent care or other expenses.	1
Q962	how does flexible spending account work	D929	Flexible spending account	D929-2	Money deducted from an employee's pay into an FSA is not subject to payroll taxes , resulting in substantial payroll tax savings.	0
Q962	how does flexible spending account work	D929	Flexible spending account	D929-3	One significant disadvantage to using an FSA is that funds not used by the end of the plan year are lost to the employee, known as the "use it or lose it" rule.	0
Q962	how does flexible spending account work	D929	Flexible spending account	D929-4	The most common type of flexible spending account, the medical expense FSA (also medical FSA or health FSA), is similar to a health savings account (HSA) or a health reimbursement account (HRA).	0
Q962	how does flexible spending account work	D929	Flexible spending account	D929-5	However, while HSAs and HRAs are almost exclusively used as components of a consumer driven health care plan, medical FSAs are commonly offered with more traditional health plans as well.	0
Q962	how does flexible spending account work	D929	Flexible spending account	D929-6	In addition, funds in a health savings account are not lost when the plan year is over, unlike funds in an FSA.	0
